ID_MISSION,TYPE_MISSION,VILLE_DEPART,VILLE_DESTINATION,TRANSPORT,ALLER_RETOUR,IMPACT_CARBONE
LONDON_202607151,Internal Meeting,London,Vancouver,Avion,oui,1.1665902264912014
LONDON_202607152,Training,London,Washington,Avion,oui,0.911006281280688
LONDON_202607153,Training,London,Sao Paulo,Avion,oui,1.458048632422034
LONDON_202607154,Development,London,Lille,Avion,non,0.08722071305468451
LONDON_202607155,Training,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
LONDON_202607156,Training,London,Mexico,Avion,non,1.3438348114697487
LONDON_202607157,Business Meeting,London,Osaka,Avion,oui,1.4583397618729064
LONDON_202607158,Development,London,Bordeaux,Avion,oui,0.21594706427273094
LONDON_202607159,Development,London,Helsinki,Avion,oui,0.3582973678914279
LONDON_2026071510,Internal Meeting,London,Lille,Avion,oui,0.08722071305468451
LONDON_2026071511,Internal Meeting,Shanghai,Stockholm,Avion,oui,1.194630087263967
LONDON_2026071512,Conference,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026071513,Conference,London,Montreal,Avion,oui,0.8080157246730256
LONDON_2026071514,Internal Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_2026071515,Conference,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026071516,Development,London,London,Taxi,oui,0.0019968
LONDON_2026071517,Internal Meeting,London,Lille,Avion,oui,0.08722071305468451
LONDON_2026071518,Development,London,Montreal,Avion,non,0.8080157246730256
LONDON_2026071519,Training,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_2026071520,Internal Meeting,London,Rio de Janeiro,Avion,oui,1.4249159912105867
LONDON_2026071521,Development,London,Vancouver,Avion,oui,1.1665902264912014
LONDON_2026071522,Conference,London,Mexico,Avion,oui,1.3438348114697487
LONDON_2026071523,Conference,New-York,London,Avion,oui,0.8611147885052602
LONDON_2026071524,Conference,London,Montreal,Avion,oui,0.8080157246730256
LONDON_2026071525,Development,London,New-York,Avion,oui,0.8611147885052602
LONDON_2026071526,Development,London,Shanghai,Avion,oui,1.4123024771156072
LONDON_2026071527,Training,London,Pekin,Avion,oui,1.2517376203157784
LONDON_2026071528,Conference,London,Montreal,Avion,oui,0.8080157246730256
LA_202607150,Business Meeting,Los Angeles,Bordeaux,Avion,oui,1.4170327658036175
LA_202607151,Internal Meeting,Los Angeles,Shanghai,Avion,oui,1.600472390929126
LA_202607152,Conference,Los Angeles,Tunis,Avion,oui,1.640767642851203
LA_202607153,Development,Los Angeles,New-York,Avion,oui,0.6126510922336345
LA_202607154,Internal Meeting,Los Angeles,Lima,Avion,oui,1.0367011522757683
LA_202607155,Conference,Los Angeles,Vancouver,Avion,oui,0.34272661539320814
LA_202607156,Internal Meeting,Shanghai,Wellington,Avion,oui,1.4951151246865824
LA_202607157,Conference,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_202607158,Business Meeting,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_202607159,Business Meeting,Los Angeles,Stockholm,Avion,oui,1.3642940406590542
LA_2026071510,Training,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_2026071511,Business Meeting,New-York,London,Avion,oui,0.8611147885052602
LA_2026071512,Internal Meeting,Los Angeles,New-York,Avion,oui,0.6126510922336345
LA_2026071513,Training,Los Angeles,Tokyo,Avion,oui,1.3536910452568316
LA_2026071514,Business Meeting,Los Angeles,Sidney,Avion,oui,1.8496576605277766
LA_2026071515,Training,Los Angeles,Vancouver,Avion,oui,0.34272661539320814
LA_2026071516,Business Meeting,Los Angeles,Montreal,Avion,oui,0.6173693492873022
LA_2026071517,Business Meeting,Los Angeles,Marseille,Avion,oui,1.4869533038903642
LA_2026071518,Internal Meeting,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_2026071519,Business Meeting,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_2026071520,Development,Paris,Wellington,Avion,oui,2.900334109892404
LA_2026071521,Training,Los Angeles,Pekin,Avion,oui,1.5439352100455292
LA_2026071522,Training,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_2026071523,Development,Los Angeles,Washington,Train,oui,0.0177216764733492
LA_2026071524,Development,Los Angeles,Berlin,Avion,oui,1.4294535640093204
LA_2026071525,Development,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_2026071526,Development,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_2026071527,Internal Meeting,Los Angeles,Mexico,Avion,oui,0.38320138291896094
LA_2026071528,Business Meeting,Los Angeles,Lima,Avion,oui,1.0367011522757683
LA_2026071529,Conference,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_2026071530,Business Meeting,Los Angeles,Mexico,Avion,oui,0.38320138291896094
LA_2026071531,Conference,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_2026071532,Training,Paris,Alger,Avion,oui,0.2691921196053137
LA_2026071533,Business Meeting,Los Angeles,Lille,Avion,oui,1.3800820489752672
NewYork_202607150,Training,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_202607151,Development,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_202607152,Training,New-York,Berlin,Avion,oui,0.984889681053484
NewYork_202607153,Development,Paris,Los Angeles,Avion,oui,1.395415044789705
NewYork_202607154,Internal Meeting,New-York,Alger,Avion,oui,0.998761614561318
NewYork_202607155,Training,New-York,Stockholm,Avion,non,0.9751235348104391
NewYork_202607156,Business Meeting,New-York,Montreal,Avion,oui,0.16224264853993534
NewYork_202607157,Development,New-York,Melbourne,Avion,oui,2.548619801766167
Paris_202607150,Internal Meeting,Paris,Mexico,Avion,non,1.3870884561150771
Paris_202607151,Training,Shanghai,Helsinki,Avion,oui,1.1355649853358931
Paris_202607152,Internal Meeting,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_202607153,Internal Meeting,Paris,Lima,Avion,oui,1.572927709365489
Paris_202607154,Conference,Paris,Helsinki,Avion,oui,0.3747427088664133
Paris_202607155,Internal Meeting,Shanghai,Wellington,Avion,oui,1.4951151246865824
Paris_202607156,Conference,Paris,Berlin,Avion,oui,0.2508157264356068
Paris_202607157,Development,Paris,London,Avion,oui,0.11318954553164326
Paris_202607158,Business Meeting,New-York,Buenos Aires,Avion,oui,1.310496191822683
Paris_202607159,Development,Paris,Sao Paulo,Avion,oui,1.4434630517516773
Paris_2026071510,Development,Paris,Stockholm,Avion,oui,0.3064524506233772
Paris_2026071511,Business Meeting,Paris,Sao Paulo,Avion,oui,1.4434630517516773
Paris_2026071512,Business Meeting,Paris,London,Avion,oui,0.11318954553164326
Paris_2026071513,Internal Meeting,Paris,Mexico,Avion,oui,1.3870884561150771
Paris_2026071514,Development,Paris,Shanghai,Avion,oui,1.4223876481580384
Paris_2026071515,Development,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_2026071516,Internal Meeting,Paris,Rabat,Avion,oui,0.3572164423320607
Paris_2026071517,Conference,Paris,Bogota,Avion,non,1.325797970330642
Paris_2026071518,Conference,Paris,Dubaï,Avion,oui,0.811886676556389
Paris_2026071519,Development,Paris,Oslo,Avion,oui,0.2687199100657109
Paris_2026071520,Internal Meeting,Paris,Los Angeles,Avion,oui,1.395415044789705
Paris_2026071521,Training,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_2026071522,Business Meeting,Paris,Los Angeles,Avion,oui,1.395415044789705
Paris_2026071523,Training,Paris,Bogota,Avion,oui,1.325797970330642
Paris_2026071524,Development,Paris,Alger,Avion,oui,0.2691921196053137
Paris_2026071525,Internal Meeting,Paris,Pekin,Avion,oui,1.2633382822788028
Paris_2026071526,Business Meeting,Paris,Melbourne,Avion,oui,2.566770544094725
Paris_2026071527,Conference,Paris,Pekin,Avion,oui,1.2633382822788028
Paris_2026071528,Business Meeting,Paris,Tunis,Avion,oui,0.34834836520291734
Paris_2026071529,Business Meeting,Paris,Dubaï,Avion,non,0.811886676556389
Paris_2026071530,Conference,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_2026071531,Internal Meeting,Paris,New-York,Avion,oui,0.901681650994046
Paris_2026071532,Business Meeting,Paris,Tokyo,Avion,oui,1.4913752121684454
Paris_2026071533,Business Meeting,Paris,Washington,Avion,non,0.9515926527898403
Paris_2026071534,Conference,Paris,Los Angeles,Avion,oui,1.395415044789705
Paris_2026071535,Internal Meeting,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_2026071536,Development,Paris,Oslo,Avion,oui,0.2687199100657109
Shanghai_202607150,Development,Shanghai,Dubaï,Avion,non,0.9907597988291489
Shanghai_202607151,Internal Meeting,Shanghai,Berlin,Avion,oui,1.2908874210723222
Shanghai_202607152,Conference,Shanghai,London,Avion,oui,1.4123024771156072
Shanghai_202607153,Development,Shanghai,Vancouver,Avion,oui,1.3864924401536767
Shanghai_202607154,Training,New-York,Compiègne,Avion,oui,0.9030591958502655
Shanghai_202607155,Business Meeting,Shanghai,Shanghai,Transports en commun,oui,0.00032
Shanghai_202607156,Training,Shanghai,Vancouver,Avion,oui,1.3864924401536767
Shanghai_202607157,Development,Shanghai,Alger,Avion,oui,1.5505915132664359
Shanghai_202607158,Development,Shanghai,Vancouver,Avion,oui,1.3864924401536767
BERLIN_202607160,Conference,Berlin,Pekin,Avion,oui,1.1327413122604757
BERLIN_202607161,Internal Meeting,Berlin,Lille,Avion,oui,0.21625642712175583
BERLIN_202607162,Training,Berlin,Los Angeles,Avion,oui,1.4294535640093204
BERLIN_202607163,Development,Berlin,Tunis,Avion,oui,0.41059450868541497
BERLIN_202607164,Conference,Berlin,Marseille,Avion,oui,0.23943933164074335
BERLIN_202607165,Development,Berlin,Alger,Avion,oui,0.37825039635950586
BERLIN_202607166,Development,Berlin,Dubaï,Avion,non,0.7172509834741226
BERLIN_202607167,Training,Berlin,Los Angeles,Avion,oui,1.4294535640093204
BERLIN_202607168,Training,Berlin,Melbourne,Avion,oui,2.4424900332385766
BERLIN_202607169,Internal Meeting,Berlin,London,Avion,oui,0.2646797773164078
BERLIN_2026071610,Training,Berlin,Mexico,Avion,oui,1.4586820075511415
BERLIN_2026071611,Business Meeting,Berlin,Buenos Aires,Avion,oui,1.8247175277698704
BERLIN_2026071612,Internal Meeting,Berlin,Bogota,Avion,oui,1.447284245756637
BERLIN_2026071613,Training,Berlin,Sao Paulo,Avion,oui,1.5727709301141994
BERLIN_2026071614,Training,Berlin,Washington,Avion,oui,1.0344617760638948
BERLIN_2026071615,Business Meeting,Berlin,Oslo,Avion,oui,0.2408317161090215
BERLIN_2026071616,Internal Meeting,Berlin,New-York,Avion,oui,0.984889681053484
BERLIN_2026071617,Conference,Berlin,Pekin,Avion,oui,1.1327413122604757
BERLIN_2026071618,Business Meeting,Berlin,Oslo,Avion,oui,0.2408317161090215
BERLIN_2026071619,Internal Meeting,Berlin,Berlin,Transports en commun,oui,0.00032
BERLIN_2026071620,Business Meeting,Berlin,Dubaï,Avion,oui,0.7172509834741226
BERLIN_2026071621,Business Meeting,Berlin,Rio de Janeiro,Avion,oui,1.5359830136722428
BERLIN_2026071622,Business Meeting,Paris,Washington,Avion,oui,0.9515926527898403
LONDON_202607160,Conference,London,New-York,Avion,non,0.8611147885052602
LONDON_202607161,Internal Meeting,Shanghai,Bogota,Avion,oui,2.4004103277394337
LONDON_202607162,Business Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_202607163,Conference,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_202607164,Training,London,Melbourne,Avion,oui,2.583802037335948
LONDON_202607165,Business Meeting,London,Helsinki,Avion,oui,0.3582973678914279
LONDON_202607166,Training,Shanghai,Los Angeles,Avion,oui,1.600472390929126
LONDON_202607167,Training,London,Rabat,Avion,oui,0.39512263508330325
LONDON_202607168,Business Meeting,London,Vancouver,Avion,oui,1.1665902264912014
LONDON_202607169,Training,London,Rabat,Avion,oui,0.39512263508330325
LONDON_2026071610,Internal Meeting,London,Bordeaux,Avion,non,0.21594706427273094
LONDON_2026071611,Development,Shanghai,Mexico,Avion,oui,1.8924944102575025
LONDON_2026071612,Internal Meeting,London,Compiègne,Avion,oui,0.10514263321140531
LONDON_2026071613,Internal Meeting,Shanghai,Montreal,Avion,oui,1.7394202362904245
LONDON_2026071614,Training,London,Lille,Avion,oui,0.08722071305468451
LONDON_2026071615,Development,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
LONDON_2026071616,Training,London,Berlin,Avion,non,0.2646797773164078
LONDON_2026071617,Training,London,Sao Paulo,Avion,oui,1.458048632422034
LONDON_2026071618,Conference,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026071619,Internal Meeting,London,Tunis,Avion,oui,0.41208934063584424
LONDON_2026071620,Development,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026071621,Business Meeting,London,Lille,Avion,oui,0.08722071305468451
LONDON_2026071622,Internal Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_2026071623,Training,London,Tunis,Avion,oui,0.41208934063584424
LONDON_2026071624,Conference,Los Angeles,Stockholm,Avion,oui,1.3642940406590542
LONDON_2026071625,Development,London,Tunis,Avion,oui,0.41208934063584424
LONDON_2026071626,Internal Meeting,London,Helsinki,Avion,oui,0.3582973678914279
LONDON_2026071627,Business Meeting,London,Vancouver,Avion,oui,1.1665902264912014
LONDON_2026071628,Training,London,New-York,Avion,oui,0.8611147885052602
LONDON_2026071629,Development,London,Bordeaux,Avion,oui,0.21594706427273094
LONDON_2026071630,Training,London,Rabat,Avion,oui,0.39512263508330325
LA_202607160,Conference,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_202607161,Development,Los Angeles,Rio de Janeiro,Avion,oui,1.555835237271647
LA_202607162,Internal Meeting,Los Angeles,Rio de Janeiro,Avion,oui,1.555835237271647
LA_202607163,Development,Los Angeles,Stockholm,Avion,oui,1.3642940406590542
LA_202607164,Business Meeting,Los Angeles,Melbourne,Avion,oui,1.9561326399590002
LA_202607165,Conference,Los Angeles,Buenos Aires,Avion,oui,1.5119532616612168
LA_202607166,Business Meeting,Los Angeles,London,Avion,oui,1.345263111598265
LA_202607167,Business Meeting,Los Angeles,Lima,Avion,non,1.0367011522757683
LA_202607168,Internal Meeting,Los Angeles,Tokyo,Avion,non,1.3536910452568316
LA_202607169,Internal Meeting,Los Angeles,Sao Paulo,Avion,oui,1.520210334023299
LA_2026071610,Business Meeting,Los Angeles,London,Avion,oui,1.345263111598265
LA_2026071611,Conference,Los Angeles,Bogota,Avion,non,0.8657447149167741
LA_2026071612,Internal Meeting,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_2026071613,Business Meeting,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_2026071614,Business Meeting,Los Angeles,Lille,Avion,oui,1.3800820489752672
LA_2026071615,Conference,Los Angeles,Lille,Avion,oui,1.3800820489752672
LA_2026071616,Training,Los Angeles,Buenos Aires,Avion,non,1.5119532616612168
LA_2026071617,Internal Meeting,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_2026071618,Development,Los Angeles,Tokyo,Avion,oui,1.3536910452568316
LA_2026071619,Internal Meeting,Los Angeles,Lima,Avion,non,1.0367011522757683
LA_2026071620,Development,Los Angeles,Sidney,Avion,oui,1.8496576605277766
LA_2026071621,Training,Los Angeles,Oslo,Avion,oui,1.3175618612748543
NewYork_202607160,Development,Shanghai,Dubaï,Avion,oui,0.9907597988291489
NewYork_202607161,Internal Meeting,New-York,Bogota,Avion,oui,0.6239028299151334
NewYork_202607162,Development,New-York,Lille,Avion,oui,0.8979777320096011
NewYork_202607163,Internal Meeting,New-York,Lima,Avion,oui,0.9074036236801507
NewYork_202607164,Training,New-York,Pekin,Avion,oui,1.6847864622747322
NewYork_202607165,Conference,New-York,Osaka,Avion,oui,1.7021198028261946
NewYork_202607166,Development,New-York,Washington,Avion,oui,0.10923366307301795
NewYork_202607167,Conference,New-York,Vancouver,Avion,oui,0.607858339204978
NewYork_202607168,Conference,New-York,Lima,Avion,oui,0.9074036236801507
NewYork_202607169,Business Meeting,New-York,Marseille,Avion,non,0.9727721712159599
NewYork_2026071610,Development,New-York,New-York,Transports en commun,oui,0.00032
NewYork_2026071611,Training,New-York,Oslo,Avion,oui,0.9134075588093487
NewYork_2026071612,Development,New-York,Montreal,Avion,oui,0.16224264853993534
NewYork_2026071613,Conference,New-York,Tokyo,Avion,non,1.6632323701187266
NewYork_2026071614,Conference,New-York,Osaka,Avion,oui,1.7021198028261946
Paris_202607160,Business Meeting,Paris,Washington,Avion,oui,0.9515926527898403
Paris_202607161,Training,Paris,Melbourne,Avion,oui,2.566770544094725
Paris_202607162,Development,Paris,Lille,Train,oui,0.0009831170647295673
Paris_202607163,Conference,Paris,Berlin,Avion,oui,0.2508157264356068
Paris_202607164,Training,Paris,Sidney,Avion,oui,2.5924955976413657
Paris_202607165,Development,Paris,Osaka,Avion,non,1.4788066446118548
Paris_202607166,Development,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_202607167,Training,Paris,Auckland,Avion,non,2.833447079673439
Paris_202607168,Internal Meeting,Paris,Mexico,Avion,oui,1.3870884561150771
Paris_202607169,Development,Paris,London,Avion,oui,0.11318954553164326
Paris_2026071610,Training,Paris,Bordeaux,Avion,oui,0.15313514345282228
Shanghai_202607160,Conference,Shanghai,Washington,Avion,oui,1.8362697040386036
Shanghai_202607161,Development,Shanghai,Auckland,Avion,oui,1.440523979189104
Shanghai_202607162,Business Meeting,Shanghai,Helsinki,Avion,oui,1.1355649853358931
Shanghai_202607163,Internal Meeting,Shanghai,Sidney,Avion,oui,1.212461805067038
Shanghai_202607164,Development,Shanghai,Vancouver,Avion,non,1.3864924401536767
Shanghai_202607165,Business Meeting,Shanghai,Lima,Avion,oui,2.6227331751225025
BERLIN_202607170,Development,Berlin,Rio de Janeiro,Avion,oui,1.5359830136722428
BERLIN_202607171,Business Meeting,Berlin,Helsinki,Avion,non,0.22456195078855723
BERLIN_202607172,Development,Berlin,Lima,Avion,oui,1.7010467098208113
BERLIN_202607173,Conference,Berlin,Tokyo,Avion,oui,1.3704668666094826
BERLIN_202607174,Conference,Berlin,Tunis,Avion,oui,0.41059450868541497
BERLIN_202607175,Internal Meeting,Berlin,Sao Paulo,Avion,oui,1.5727709301141994
BERLIN_202607176,Training,Berlin,Auckland,Avion,oui,2.7120891567911634
BERLIN_202607177,Training,Berlin,Alger,Avion,oui,0.37825039635950586
BERLIN_202607178,Development,New-York,Auckland,Avion,oui,2.1719363105000955
BERLIN_202607179,Training,Los Angeles,Montreal,Avion,oui,0.6173693492873022
BERLIN_2026071710,Internal Meeting,Berlin,Oslo,Avion,oui,0.2408317161090215
BERLIN_2026071711,Business Meeting,Shanghai,Sao Paulo,Avion,oui,2.8362472692793705
BERLIN_2026071712,Conference,Berlin,Berlin,Transports en commun,oui,0.00032
BERLIN_2026071713,Internal Meeting,Berlin,Alger,Avion,oui,0.37825039635950586
BERLIN_2026071714,Conference,Berlin,Bordeaux,Avion,non,0.26659979154891283
BERLIN_2026071715,Business Meeting,Berlin,Los Angeles,Avion,oui,1.4294535640093204
BERLIN_2026071716,Internal Meeting,Berlin,Stockholm,Avion,oui,0.23365209633025752
LONDON_202607170,Internal Meeting,London,Rabat,Avion,oui,0.39512263508330325
LONDON_202607171,Conference,London,Lima,Avion,non,1.5601955023922407
LONDON_202607172,Development,London,Mexico,Avion,oui,1.3438348114697487
LONDON_202607173,Training,London,Tokyo,Avion,oui,1.4679579183331481
LONDON_202607174,Training,London,Dubaï,Avion,oui,0.8462864062221045
LONDON_202607175,Conference,London,Alger,Avion,oui,0.32773676062467577
LONDON_202607176,Internal Meeting,London,Marseille,Avion,oui,0.20508872977185863
LONDON_202607177,Internal Meeting,London,Wellington,Avion,oui,2.874209916003012
LONDON_202607178,Business Meeting,London,London,Transports en commun,oui,0.00032
LONDON_202607179,Business Meeting,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026071710,Internal Meeting,London,Berlin,Avion,oui,0.2646797773164078
LONDON_2026071711,Business Meeting,London,Stockholm,Avion,oui,0.2856740096546725
LONDON_2026071712,Internal Meeting,London,Washington,Avion,oui,0.911006281280688
LONDON_2026071713,Internal Meeting,New-York,Los Angeles,Avion,oui,0.6126510922336345
LONDON_2026071714,Internal Meeting,London,Pekin,Avion,oui,1.2517376203157784
LONDON_2026071715,Conference,London,Vancouver,Avion,non,1.1665902264912014
LONDON_2026071716,Development,London,Montreal,Avion,oui,0.8080157246730256
LONDON_2026071717,Internal Meeting,London,Mexico,Avion,oui,1.3438348114697487
LONDON_2026071718,Business Meeting,London,Auckland,Avion,oui,2.8015700537607446
LONDON_2026071719,Training,London,Montreal,Avion,non,0.8080157246730256
LONDON_2026071720,Development,London,Wellington,Avion,oui,2.874209916003012
LONDON_2026071721,Business Meeting,London,Berlin,Avion,oui,0.2646797773164078
LA_202607170,Training,Shanghai,Bogota,Avion,oui,2.4004103277394337
LA_202607171,Internal Meeting,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_202607172,Business Meeting,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_202607173,Conference,Los Angeles,Dubaï,Avion,oui,2.0493842213954947
LA_202607174,Training,Los Angeles,Mexico,Avion,oui,0.38320138291896094
LA_202607175,Training,Los Angeles,Alger,Avion,oui,1.5448563309532
LA_202607176,Internal Meeting,Los Angeles,Helsinki,Avion,oui,1.3841106789418138
LA_202607177,Conference,Los Angeles,Bordeaux,Avion,oui,1.4170327658036175
LA_202607178,Development,Los Angeles,Buenos Aires,Avion,oui,1.5119532616612168
LA_202607179,Training,Los Angeles,Alger,Avion,oui,1.5448563309532
LA_2026071710,Development,Los Angeles,Lima,Avion,non,1.0367011522757683
LA_2026071711,Training,Los Angeles,Wellington,Avion,oui,1.6579812304884136
LA_2026071712,Business Meeting,Los Angeles,Auckland,Avion,oui,1.6099723083620663
LA_2026071713,Conference,Los Angeles,London,Avion,oui,1.345263111598265
LA_2026071714,Development,Los Angeles,Rabat,Avion,oui,1.474800286459264
LA_2026071715,Business Meeting,Los Angeles,Tunis,Avion,oui,1.640767642851203
LA_2026071716,Business Meeting,Los Angeles,Tokyo,Avion,non,1.3536910452568316
LA_2026071717,Training,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_2026071718,Internal Meeting,Los Angeles,Los Angeles,Transports en commun,oui,0.00032
LA_2026071719,Business Meeting,Los Angeles,Dubaï,Avion,non,2.0493842213954947
LA_2026071720,Business Meeting,Los Angeles,Buenos Aires,Avion,oui,1.5119532616612168
LA_2026071721,Development,Los Angeles,Shanghai,Avion,oui,1.600472390929126
LA_2026071722,Business Meeting,Los Angeles,Bogota,Avion,oui,0.8657447149167741
LA_2026071723,Internal Meeting,Los Angeles,New-York,Avion,oui,0.6126510922336345
LA_2026071724,Business Meeting,Los Angeles,Vancouver,Avion,oui,0.34272661539320814
LA_2026071725,Development,Los Angeles,Osaka,Avion,oui,1.4112512677938975
LA_2026071726,Training,Los Angeles,Los Angeles,Transports en commun,oui,0.00032
LA_2026071727,Training,Los Angeles,Montreal,Avion,oui,0.6173693492873022
LA_2026071728,Training,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_2026071729,Training,Los Angeles,Buenos Aires,Avion,oui,1.5119532616612168
LA_2026071730,Internal Meeting,Los Angeles,Bordeaux,Avion,oui,1.4170327658036175
LA_2026071731,Training,Los Angeles,Wellington,Avion,non,1.6579812304884136
LA_2026071732,Conference,Los Angeles,Oslo,Avion,oui,1.3175618612748543
LA_2026071733,Business Meeting,Los Angeles,Helsinki,Avion,non,1.3841106789418138
LA_2026071734,Internal Meeting,Los Angeles,Montreal,Avion,oui,0.6173693492873022
NewYork_202607170,Conference,New-York,London,Avion,oui,0.8611147885052602
NewYork_202607171,Conference,New-York,Dubaï,Avion,oui,1.687501204543864
NewYork_202607172,Business Meeting,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_202607173,Business Meeting,New-York,Rabat,Avion,oui,0.901784040037043
NewYork_202607174,Training,New-York,Auckland,Avion,oui,2.1719363105000955
NewYork_202607175,Business Meeting,New-York,Buenos Aires,Avion,oui,1.310496191822683
NewYork_202607176,Internal Meeting,Shanghai,Shanghai,Transports en commun,oui,0.00032
NewYork_202607177,Training,New-York,Stockholm,Avion,oui,0.9751235348104391
NewYork_202607178,Business Meeting,New-York,Rio de Janeiro,Avion,oui,1.1936436319563202
NewYork_202607179,Development,New-York,London,Avion,oui,0.8611147885052602
NewYork_2026071710,Business Meeting,Shanghai,Berlin,Avion,oui,1.2908874210723222
NewYork_2026071711,Training,New-York,Lille,Avion,oui,0.8979777320096011
Paris_202607170,Internal Meeting,Paris,Bordeaux,Avion,oui,0.15313514345282228
Paris_202607171,Conference,Paris,Alger,Avion,oui,0.2691921196053137
Paris_202607172,Business Meeting,Paris,London,Avion,oui,0.11318954553164326
Paris_202607173,Training,Paris,Dubaï,Avion,non,0.811886676556389
Paris_202607174,Internal Meeting,Paris,Alger,Avion,non,0.2691921196053137
Paris_202607175,Training,Paris,Shanghai,Avion,non,1.4223876481580384
Paris_202607176,Conference,Paris,Buenos Aires,Avion,oui,1.69412997667271
Paris_202607177,Training,Paris,London,Avion,oui,0.11318954553164326
Paris_202607178,Training,Shanghai,Los Angeles,Avion,non,1.600472390929126
Paris_202607179,Training,Paris,Vancouver,Avion,oui,1.2186899748696762
Paris_2026071710,Business Meeting,New-York,Rabat,Avion,non,0.901784040037043
Paris_2026071711,Internal Meeting,Paris,Pekin,Avion,oui,1.2633382822788028
Paris_2026071712,Training,Paris,New-York,Avion,oui,0.901681650994046
Paris_2026071713,Development,Paris,Dubaï,Avion,non,0.811886676556389
Paris_2026071714,Training,Paris,Helsinki,Avion,oui,0.3747427088664133
Paris_2026071715,Training,Paris,Bogota,Avion,oui,1.325797970330642
Shanghai_202607170,Internal Meeting,Shanghai,Dubaï,Avion,oui,0.9907597988291489
Shanghai_202607171,Internal Meeting,Shanghai,Bordeaux,Avion,oui,1.4930893790692807
Shanghai_202607172,Business Meeting,Shanghai,Auckland,Avion,oui,1.440523979189104
Shanghai_202607173,Training,Shanghai,Alger,Avion,oui,1.5505915132664359
Shanghai_202607174,Business Meeting,Shanghai,New-York,Avion,oui,1.8169194861576556
Shanghai_202607175,Business Meeting,Shanghai,Auckland,Avion,non,1.440523979189104
Shanghai_202607176,Training,Shanghai,Alger,Avion,oui,1.5505915132664359
Shanghai_202607177,Business Meeting,Shanghai,Marseille,Avion,oui,1.4563095780065731
Shanghai_202607178,Development,Shanghai,Sidney,Avion,oui,1.212461805067038
Shanghai_202607179,Training,Shanghai,Melbourne,Avion,oui,1.2388684447945475
Shanghai_2026071710,Internal Meeting,Shanghai,Osaka,Avion,oui,0.2726737248640281
Shanghai_2026071711,Training,Shanghai,Melbourne,Avion,oui,1.2388684447945475
Shanghai_2026071712,Training,Shanghai,Pekin,Avion,oui,0.21745330359392437
Shanghai_2026071713,Training,Shanghai,Bogota,Avion,oui,2.4004103277394337
Shanghai_2026071714,Development,Shanghai,Shanghai,Transports en commun,oui,0.00032
BERLIN_202607180,Business Meeting,London,Berlin,Avion,oui,0.2646797773164078
BERLIN_202607181,Business Meeting,Berlin,Stockholm,Avion,oui,0.23365209633025752
BERLIN_202607182,Development,Berlin,London,Avion,oui,0.2646797773164078
BERLIN_202607183,Conference,Berlin,London,Avion,oui,0.2646797773164078
BERLIN_202607184,Training,Berlin,Sao Paulo,Avion,non,1.5727709301141994
BERLIN_202607185,Development,Shanghai,Osaka,Avion,oui,0.2726737248640281
BERLIN_202607186,Internal Meeting,Berlin,Bogota,Avion,oui,1.447284245756637
BERLIN_202607187,Training,Berlin,Lima,Avion,oui,1.7010467098208113
BERLIN_202607188,Business Meeting,Berlin,Sidney,Avion,oui,2.4609158217057128
