ID_MATERIELINFO,TYPE,MODELE,IMPACT,ECRAN
Shanghai_MATERIEL_INFO_202608047,pc portable,zbook,0.303,non
Shanghai_MATERIEL_INFO_202608040,pc portable,macbook pro 15/16pouces,0.33,non
NewYork_MATERIEL_INFO_202608040,pc portable,macbook pro 15/16pouces,0.33,non
NewYork_MATERIEL_INFO_202608043,pc portable,moyenne 17pouces,0.365,non
Paris_MATERIEL_INFO_202608041,ecran,modèle par défaut,0.43,non
BERLIN_MATERIEL_INFO_202608041,vidéo projecteur,pour amphi,0.2,non
Shanghai_MATERIEL_INFO_202608044,tablette,modèle par défaut,0.15,non
NewYork_MATERIEL_INFO_202608042,smartphone,modèle par défaut,0.063,non
Shanghai_MATERIEL_INFO_202608045,imprimante,modèle par défaut,0.5,non
LA_MATERIEL_INFO_202608040,imprimante,laser a3 (>100kg),1.8,non
Shanghai_MATERIEL_INFO_202608049,station d'accueil,modèle par défaut,0.026,non
Paris_MATERIEL_INFO_202608040,souris,modèle par défaut,0.005,non
Shanghai_MATERIEL_INFO_202608048,borne wifi,modèle par défaut,0.01,non
BERLIN_MATERIEL_INFO_202608050,pc fixe,modèle par défaut,0.35,non
LONDON_MATERIEL_INFO_202608050,smartphone,modèle par défaut,0.063,non
LONDON_MATERIEL_INFO_202608052,pc fixe,"elite (tower, sff, one)",0.393,non
LONDON_MATERIEL_INFO_202608053,pc portable,omen,0.356,non
LONDON_MATERIEL_INFO_202608055,pc portable,moyenne 14/15pouces,0.294,non
LONDON_MATERIEL_INFO_202608056,pc portable,moyenne 14/15pouces,0.294,non
LONDON_MATERIEL_INFO_202608057,pc fixe,optiplex tower,0.26,non
LONDON_MATERIEL_INFO_202608058,ecran,32pouces et plus,0.59,non
LA_MATERIEL_INFO_202608050,pc portable,elitebook 8xx,0.29,non
LA_MATERIEL_INFO_202608051,vidéo projecteur,pour salle,0.15,non
LA_MATERIEL_INFO_202608052,pc portable,macbook pro 15/16pouces,0.33,non
LA_MATERIEL_INFO_202608054,pc portable,chromebook 14-15pouces,0.17,non
LA_MATERIEL_INFO_202608055,pc fixe,rasberry pi 4,0.015,non
LA_MATERIEL_INFO_202608058,pc portable,macbook air,0.25,non
LA_MATERIEL_INFO_202608059,pc portable,victus,0.267,non
LA_MATERIEL_INFO_2026080510,borne wifi,modèle par défaut,0.01,non
NewYork_MATERIEL_INFO_202608052,ecran,jusqu'à 23pouces,0.35,non
NewYork_MATERIEL_INFO_202608053,pc fixe,omen,0.29,non
NewYork_MATERIEL_INFO_202608054,borne wifi,modèle par défaut,0.01,non
NewYork_MATERIEL_INFO_202608055,souris,modèle par défaut,0.005,non
NewYork_MATERIEL_INFO_202608056,disque dur,modèle par défaut,0.01,non
NewYork_MATERIEL_INFO_202608059,imprimante,laser a3 (40-99kg),0.96,non
NewYork_MATERIEL_INFO_2026080511,pc portable,omen,0.356,non
NewYork_MATERIEL_INFO_2026080512,pc fixe,"elitedesk (tower, sff, one)",0.393,non
Paris_MATERIEL_INFO_202608050,clavier,modèle par défaut,0.024,non
Paris_MATERIEL_INFO_202608054,pc fixe,rasberry pi 4,0.015,non
Shanghai_MATERIEL_INFO_202608050,pc portable,victus,0.267,non
Shanghai_MATERIEL_INFO_202608051,pc portable,elitebook 10xx,0.223,non
Shanghai_MATERIEL_INFO_202608053,pc portable,probook,0.226,non
Shanghai_MATERIEL_INFO_202608055,pc portable,moyenne 14/15pouces,0.294,non
Shanghai_MATERIEL_INFO_202608061,pc fixe,optiplex tower,0.26,non
Paris_MATERIEL_INFO_202608066,pc fixe,precision tower 3xxx,0.285,non
LONDON_MATERIEL_INFO_202608061,pc fixe,prodesk mini/dm,0.1,non
NewYork_MATERIEL_INFO_202608064,pc fixe,omen,0.29,non
NewYork_MATERIEL_INFO_202608062,pc fixe,zhan,0.264,non
Shanghai_MATERIEL_INFO_202608063,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
LA_MATERIEL_INFO_202608060,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
NewYork_MATERIEL_INFO_202608063,pc fixe tout-en-un,imac 21pouces retina,0.3,non
NewYork_MATERIEL_INFO_202608066,pc portable,victus,0.267,non
NewYork_MATERIEL_INFO_202608069,pc portable,latitude 3xxx,0.22,non
BERLIN_MATERIEL_INFO_202608060,pc portable,latitude 3xxx,0.22,non
Paris_MATERIEL_INFO_202608062,ecran,jusqu'à 23pouces,0.35,non
NewYork_MATERIEL_INFO_202608060,imprimante,laser à poser (<40kg),0.43,non
LONDON_MATERIEL_INFO_202608060,imprimante,laser a3 (40-99kg),0.96,non
NewYork_MATERIEL_INFO_202608067,telephone ip,modèle par défaut,0.017,non
Paris_MATERIEL_INFO_202608065,souris,modèle par défaut,0.005,non
NewYork_MATERIEL_INFO_2026080610,souris,modèle par défaut,0.005,non
Shanghai_MATERIEL_INFO_202608062,serveur,serveur de stockage,2.5,non
BERLIN_MATERIEL_INFO_202608071,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
BERLIN_MATERIEL_INFO_202608072,pc portable,precision 5xxx,0.28,non
BERLIN_MATERIEL_INFO_202608073,pc portable,elitebook 6xx,0.175,non
BERLIN_MATERIEL_INFO_202608074,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LONDON_MATERIEL_INFO_202608070,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LONDON_MATERIEL_INFO_202608072,serveur,serveur de stockage,2.5,non
LONDON_MATERIEL_INFO_202608073,pc portable,macbook air,0.25,non
LONDON_MATERIEL_INFO_202608074,pc fixe,elitedesk dm,0.23,non
LONDON_MATERIEL_INFO_202608075,pc fixe tout-en-un,imac pro,0.7,non
LA_MATERIEL_INFO_202608070,imprimante,laser a3 (40-99kg),0.96,non
LA_MATERIEL_INFO_202608071,pc fixe,z,0.409,non
LA_MATERIEL_INFO_202608072,pc portable,macbook pro 15/16pouces,0.33,non
LA_MATERIEL_INFO_202608073,pc portable,elitebook 10xx,0.223,non
LA_MATERIEL_INFO_202608074,smartphone,modèle par défaut,0.063,non
LA_MATERIEL_INFO_202608075,pc portable,elitebook 6xx,0.175,non
LA_MATERIEL_INFO_202608076,pc portable,zbook,0.303,non
LA_MATERIEL_INFO_202608079,borne wifi,modèle par défaut,0.01,non
LA_MATERIEL_INFO_2026080710,serveur,noeud de calcul,1.3,non
NewYork_MATERIEL_INFO_202608070,pc fixe tout-en-un,imac 27pouces retina,0.45,non
NewYork_MATERIEL_INFO_202608071,pc fixe,mac mini,0.27,non
Paris_MATERIEL_INFO_202608071,pc fixe,"elitedesk (tower, sff, one)",0.393,non
Paris_MATERIEL_INFO_202608072,pc portable,zbook studio,0.379,non
Paris_MATERIEL_INFO_202608075,vidéo projecteur,pour amphi,0.2,non
Paris_MATERIEL_INFO_202608077,serveur,modèle par défaut,1.3,non
Paris_MATERIEL_INFO_202608078,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
Paris_MATERIEL_INFO_202608079,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
Paris_MATERIEL_INFO_2026080710,vidéo projecteur,transportable,0.094,non
Shanghai_MATERIEL_INFO_202608070,pc portable,macbook air retina,0.176,non
Shanghai_MATERIEL_INFO_202608071,pc portable,precision 3xxx,0.266,non
Shanghai_MATERIEL_INFO_202608075,imprimante,laser a3 (40-99kg),0.96,non
Shanghai_MATERIEL_INFO_202608076,telephone ip,modèle par défaut,0.017,non
Shanghai_MATERIEL_INFO_202608077,vidéo projecteur,pour salle,0.15,non
Shanghai_MATERIEL_INFO_202608078,pc fixe,elite mini,0.137,non
LA_MATERIEL_INFO_202608081,pc fixe,modèle par défaut,0.35,non
LONDON_MATERIEL_INFO_202608083,pc fixe,optiplex small,0.24,non
LA_MATERIEL_INFO_202608087,pc fixe,wyse thin client,0.069,non
LONDON_MATERIEL_INFO_202608080,pc fixe,elitedesk dm,0.23,non
BERLIN_MATERIEL_INFO_202608082,pc fixe,prodesk mini/dm,0.1,non
LONDON_MATERIEL_INFO_202608081,pc fixe,"prodesk (tower, sff)",0.322,non
Paris_MATERIEL_INFO_202608081,pc fixe,"elite (tower, sff, one)",0.393,non
Paris_MATERIEL_INFO_202608080,pc fixe,zhan,0.264,non
NewYork_MATERIEL_INFO_202608085,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LA_MATERIEL_INFO_202608084,pc fixe tout-en-un,mac pro,0.9,non
LA_MATERIEL_INFO_202608086,pc portable,omen,0.356,non
LONDON_MATERIEL_INFO_202608089,pc portable,omen,0.356,non
LA_MATERIEL_INFO_202608089,pc portable,chromebook 14-15pouces,0.17,non
BERLIN_MATERIEL_INFO_202608081,pc portable,elitebook 10xx,0.223,non
Shanghai_MATERIEL_INFO_202608082,pc portable,zbook studio,0.379,non
LA_MATERIEL_INFO_2026080810,pc portable,precision 3xxx,0.266,non
NewYork_MATERIEL_INFO_202608083,pc portable,macbook pro 13pouces,0.256,non
NewYork_MATERIEL_INFO_202608082,pc portable,moyenne 14/15pouces,0.294,non
NewYork_MATERIEL_INFO_202608080,ecran,24pouces-31pouces,0.43,non
Shanghai_MATERIEL_INFO_202608083,ecran,32pouces et plus,0.59,non
Shanghai_MATERIEL_INFO_202608085,vidéo projecteur,transportable,0.094,non
Paris_MATERIEL_INFO_202608083,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202608083,vidéo projecteur,transportable,0.094,non
Shanghai_MATERIEL_INFO_202608086,vidéo projecteur,pour salle,0.15,non
LA_MATERIEL_INFO_202608088,imprimante,modèle par défaut,0.5,non
Shanghai_MATERIEL_INFO_202608081,imprimante,laser a3 (>100kg),1.8,non
Paris_MATERIEL_INFO_202608082,serveur,modèle par défaut,1.3,non
BERLIN_MATERIEL_INFO_202608080,serveur,serveur de stockage,2.5,non
BERLIN_MATERIEL_INFO_202608090,tablette,modèle par défaut,0.15,non
LONDON_MATERIEL_INFO_202608090,pc fixe,"prodesk (tower, sff)",0.322,non
LONDON_MATERIEL_INFO_202608091,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LONDON_MATERIEL_INFO_202608092,pc portable,omen,0.356,non
LONDON_MATERIEL_INFO_202608094,pc portable,omen,0.356,non
LONDON_MATERIEL_INFO_202608096,pc fixe,"prodesk (tower, sff)",0.322,non
LA_MATERIEL_INFO_202608093,pc portable,zbook studio,0.379,non
LA_MATERIEL_INFO_202608094,pc portable,macbook air retina,0.176,non
LA_MATERIEL_INFO_202608095,imprimante,laser à poser (<40kg),0.43,non
LA_MATERIEL_INFO_202608097,telephone ip,modèle par défaut,0.017,non
NewYork_MATERIEL_INFO_202608090,imprimante,laser à poser (<40kg),0.43,non
NewYork_MATERIEL_INFO_202608091,pc portable,moyenne 13pouces,0.25,non
NewYork_MATERIEL_INFO_202608094,pc fixe,precision tower 3xxx,0.285,non
NewYork_MATERIEL_INFO_202608095,pc portable,elitebook 10xx,0.223,non
NewYork_MATERIEL_INFO_202608096,pc fixe,elitedesk dm,0.23,non
NewYork_MATERIEL_INFO_202608097,pc fixe,optiplex small,0.24,non
NewYork_MATERIEL_INFO_202608098,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_202608099,tablette,modèle par défaut,0.15,non
NewYork_MATERIEL_INFO_2026080910,pc portable,moyenne 14/15pouces,0.294,non
NewYork_MATERIEL_INFO_2026080911,imprimante,laser à poser (<40kg),0.43,non
Paris_MATERIEL_INFO_202608090,souris,modèle par défaut,0.005,non
Paris_MATERIEL_INFO_202608091,vidéo projecteur,pour amphi,0.2,non
Paris_MATERIEL_INFO_202608092,pc portable,latitude 5xxx,0.3,non
Paris_MATERIEL_INFO_202608093,pc portable,elitebook 8xx,0.29,non
Paris_MATERIEL_INFO_202608094,station d'accueil,modèle par défaut,0.026,non
Paris_MATERIEL_INFO_202608095,tablette,modèle par défaut,0.15,non
Paris_MATERIEL_INFO_202608096,smartphone,modèle par défaut,0.063,non
Paris_MATERIEL_INFO_202608097,pc portable,zbook studio,0.379,non
Paris_MATERIEL_INFO_202608099,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
Paris_MATERIEL_INFO_2026080910,imprimante,laser à poser (<40kg),0.43,non
Paris_MATERIEL_INFO_2026080912,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
Shanghai_MATERIEL_INFO_202608090,clavier,modèle par défaut,0.024,non
Shanghai_MATERIEL_INFO_202608091,pc fixe tout-en-un,imac 27pouces retina,0.45,non
Shanghai_MATERIEL_INFO_202608092,pc portable,macbook pro 13pouces,0.256,non
Shanghai_MATERIEL_INFO_202608093,pc fixe tout-en-un,imac 21pouces retina,0.3,non
Shanghai_MATERIEL_INFO_202608095,disque dur,modèle par défaut,0.01,non
Shanghai_MATERIEL_INFO_202608096,clavier,modèle par défaut,0.024,non
Shanghai_MATERIEL_INFO_2026080910,pc portable,latitude 5xxx,0.3,non
Shanghai_MATERIEL_INFO_2026080911,pc portable,chromebook 14-15pouces,0.17,non
Shanghai_MATERIEL_INFO_2026080912,pc portable,moyenne 14/15pouces,0.294,non
BERLIN_MATERIEL_INFO_202608100,pc fixe tout-en-un,imac 21pouces retina,0.3,non
LONDON_MATERIEL_INFO_202608100,pc portable,elitebook 6xx,0.175,non
LONDON_MATERIEL_INFO_202608101,pc fixe,elitedesk dm,0.23,non
LONDON_MATERIEL_INFO_202608103,pc portable,macbook pro 13pouces,0.256,non
LONDON_MATERIEL_INFO_202608104,pc portable,chromebook 11-13pouces,0.175,non
LONDON_MATERIEL_INFO_202608105,pc fixe,zhan,0.264,non
LONDON_MATERIEL_INFO_202608106,pc portable,macbook air retina,0.176,non
LONDON_MATERIEL_INFO_202608107,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LONDON_MATERIEL_INFO_202608108,pc portable,macbook air pre-retina,0.31,non
LONDON_MATERIEL_INFO_202608109,pc portable,elitebook 8xx,0.29,non
LA_MATERIEL_INFO_202608102,pc portable,elitebook 8xx,0.29,non
LA_MATERIEL_INFO_202608103,imprimante,laser a3 (40-99kg),0.96,non
LA_MATERIEL_INFO_202608104,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
LA_MATERIEL_INFO_202608105,pc fixe,precision tower 7xxx,0.555,non
LA_MATERIEL_INFO_202608108,serveur,modèle par défaut,1.3,non
LA_MATERIEL_INFO_202608109,pc portable,omen,0.356,non
LA_MATERIEL_INFO_2026081010,pc portable,probook,0.226,non
LA_MATERIEL_INFO_2026081011,pc portable,omen,0.356,non
LA_MATERIEL_INFO_2026081012,pc fixe,mac pro,0.9,non
NewYork_MATERIEL_INFO_202608100,pc portable,chromebook 14-15pouces,0.17,non
NewYork_MATERIEL_INFO_202608103,pc fixe,elite mini,0.137,non
NewYork_MATERIEL_INFO_202608104,serveur,modèle par défaut,1.3,non
NewYork_MATERIEL_INFO_202608107,pc fixe tout-en-un,imac 21pouces retina,0.3,non
NewYork_MATERIEL_INFO_202608109,imprimante,laser a3 (40-99kg),0.96,non
NewYork_MATERIEL_INFO_2026081010,pc fixe,prodesk mini/dm,0.1,non
NewYork_MATERIEL_INFO_2026081012,pc fixe,"elite (tower, sff, one)",0.393,non
Paris_MATERIEL_INFO_202608100,pc fixe,modèle par défaut,0.35,non
Paris_MATERIEL_INFO_202608101,pc fixe,"elite (tower, sff, one)",0.393,non
Paris_MATERIEL_INFO_202608103,serveur,noeud de calcul,1.3,non
Paris_MATERIEL_INFO_202608104,pc portable,omen,0.356,non
Paris_MATERIEL_INFO_202608105,vidéo projecteur,pour amphi,0.2,non
Shanghai_MATERIEL_INFO_202608100,ecran,32pouces et plus,0.59,non
Shanghai_MATERIEL_INFO_202608101,pc fixe,"elitedesk (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202608102,tablette,modèle par défaut,0.15,non
Shanghai_MATERIEL_INFO_202608103,pc fixe tout-en-un,imac 21pouces retina,0.3,non
Shanghai_MATERIEL_INFO_202608104,pc portable,elitebook 10xx,0.223,non
Shanghai_MATERIEL_INFO_202608106,pc fixe,optiplex small,0.24,non
Paris_MATERIEL_INFO_202608112,pc fixe,precision tower 5xxx,0.44,non
BERLIN_MATERIEL_INFO_202608114,pc fixe,elite mini,0.137,non
LONDON_MATERIEL_INFO_202608115,pc fixe,elitedesk dm,0.23,non
LA_MATERIEL_INFO_202608110,pc fixe,"elitedesk (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202608113,pc fixe,z,0.409,non
Shanghai_MATERIEL_INFO_202608112,pc fixe tout-en-un,imac pro,0.7,non
LA_MATERIEL_INFO_202608113,pc portable,elitebook 8xx,0.29,non
LONDON_MATERIEL_INFO_202608113,pc portable,elitebook 8xx,0.29,non
LONDON_MATERIEL_INFO_202608117,pc portable,probook,0.226,non
LA_MATERIEL_INFO_202608112,pc portable,zbook studio,0.379,non
LA_MATERIEL_INFO_202608117,pc portable,latitude 7xxx,0.264,non
LA_MATERIEL_INFO_202608116,pc portable,macbook air,0.25,non
NewYork_MATERIEL_INFO_202608111,pc portable,macbook pro 13pouces,0.256,non
Shanghai_MATERIEL_INFO_202608114,pc portable,moyenne 13pouces,0.25,non
Paris_MATERIEL_INFO_202608110,pc portable,moyenne 17pouces,0.365,non
Shanghai_MATERIEL_INFO_202608111,ecran,modèle par défaut,0.43,non
Shanghai_MATERIEL_INFO_202608110,ecran,jusqu'à 23pouces,0.35,non
Paris_MATERIEL_INFO_202608111,ecran,24pouces-31pouces,0.43,non
LA_MATERIEL_INFO_202608114,vidéo projecteur,transportable,0.094,non
LONDON_MATERIEL_INFO_202608111,vidéo projecteur,pour salle,0.15,non
LONDON_MATERIEL_INFO_202608112,clavier,modèle par défaut,0.024,non
Paris_MATERIEL_INFO_202608116,disque dur,modèle par défaut,0.01,non
BERLIN_MATERIEL_INFO_202608110,disque dur,modèle par défaut,0.01,non
Shanghai_MATERIEL_INFO_202608123,pc fixe,precision tower 3xxx,0.285,non
Paris_MATERIEL_INFO_202608127,pc fixe,precision tower 7xxx,0.555,non
NewYork_MATERIEL_INFO_202608120,pc fixe,precision tower 7xxx,0.555,non
LONDON_MATERIEL_INFO_202608122,pc fixe,elite mini,0.137,non
Paris_MATERIEL_INFO_202608125,pc fixe,elitedesk dm,0.23,non
LA_MATERIEL_INFO_202608122,pc fixe,"elitedesk (tower, sff, one)",0.393,non
NewYork_MATERIEL_INFO_202608123,pc fixe,zhan,0.264,non
Paris_MATERIEL_INFO_202608120,pc fixe,station de travail (moy),0.6,non
Paris_MATERIEL_INFO_202608126,pc fixe tout-en-un,optiplex all-in-one 3xxx,0.241,non
Paris_MATERIEL_INFO_202608124,pc fixe tout-en-un,optiplex all-in-one 5xxx,0.318,non
NewYork_MATERIEL_INFO_202608127,pc portable,modèle par défaut,0.26,non
Paris_MATERIEL_INFO_202608121,pc portable,omen,0.356,non
NewYork_MATERIEL_INFO_202608126,pc portable,chromebook 11-13pouces,0.175,non
Paris_MATERIEL_INFO_202608128,pc portable,elitebook 8xx,0.29,non
NewYork_MATERIEL_INFO_202608121,pc portable,probook,0.226,non
NewYork_MATERIEL_INFO_202608125,pc portable,moyenne 17pouces,0.365,non
LA_MATERIEL_INFO_202608121,ecran,jusqu'à 23pouces,0.35,non
BERLIN_MATERIEL_INFO_202608122,ecran,24pouces-31pouces,0.43,non
LONDON_MATERIEL_INFO_202608120,vidéo projecteur,transportable,0.094,non
BERLIN_MATERIEL_INFO_202608120,vidéo projecteur,pour salle,0.15,non
Paris_MATERIEL_INFO_202608123,imprimante,laser a3 (>100kg),1.8,non
Shanghai_MATERIEL_INFO_202608120,borne wifi,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_2026081210,borne wifi,modèle par défaut,0.01,non
Paris_MATERIEL_INFO_2026081212,serveur,modèle par défaut,1.3,non
Paris_MATERIEL_INFO_202608133,pc fixe,optiplex micro,0.174,non
NewYork_MATERIEL_INFO_202608134,pc fixe,optiplex small,0.24,non
BERLIN_MATERIEL_INFO_202608130,pc fixe,optiplex tower,0.26,non
LONDON_MATERIEL_INFO_202608133,pc fixe,precision tower 5xxx,0.44,non
LONDON_MATERIEL_INFO_202608136,pc fixe,mac mini,0.27,non
LONDON_MATERIEL_INFO_202608130,pc fixe,"elitedesk (tower, sff, one)",0.393,non
LONDON_MATERIEL_INFO_202608138,pc fixe,prodesk mini/dm,0.1,non
NewYork_MATERIEL_INFO_202608133,pc fixe,z,0.409,non
NewYork_MATERIEL_INFO_202608130,pc fixe,z,0.409,non
Paris_MATERIEL_INFO_202608132,pc fixe,zhan,0.264,non
Paris_MATERIEL_INFO_202608136,pc fixe tout-en-un,modèle par défaut,0.352,non
Paris_MATERIEL_INFO_202608134,pc fixe tout-en-un,imac 27pouces retina,0.45,non
LONDON_MATERIEL_INFO_202608134,pc portable,modèle par défaut,0.26,non
LONDON_MATERIEL_INFO_202608132,pc portable,modèle par défaut,0.26,non
LONDON_MATERIEL_INFO_202608137,pc portable,victus,0.267,non
Shanghai_MATERIEL_INFO_202608135,pc portable,chromebook 14-15pouces,0.17,non
Shanghai_MATERIEL_INFO_202608131,pc portable,chromebook 14-15pouces,0.17,non
Shanghai_MATERIEL_INFO_202608130,pc portable,chromebook 14-15pouces,0.17,non
Shanghai_MATERIEL_INFO_202608134,pc portable,precision 7xxx,0.304,non
NewYork_MATERIEL_INFO_202608131,pc portable,macbook air,0.25,non
LONDON_MATERIEL_INFO_202608131,pc portable,macbook air retina,0.176,non
LA_MATERIEL_INFO_202608130,pc portable,moyenne 14/15pouces,0.294,non
Shanghai_MATERIEL_INFO_202608132,ecran,32pouces et plus,0.59,non
LA_MATERIEL_INFO_202608133,vidéo projecteur,transportable,0.094,non
Shanghai_MATERIEL_INFO_202608133,vidéo projecteur,pour salle,0.15,non
NewYork_MATERIEL_INFO_202608135,vidéo projecteur,pour salle,0.15,non
LA_MATERIEL_INFO_202608134,imprimante,laser à poser (<40kg),0.43,non
LA_MATERIEL_INFO_202608136,serveur,serveur de stockage,2.5,non
Paris_MATERIEL_INFO_202608131,disque dur,modèle par défaut,0.01,non
LA_MATERIEL_INFO_202608139,disque dur,modèle par défaut,0.01,non
NewYork_MATERIEL_INFO_202608143,pc fixe,optiplex micro,0.174,non
NewYork_MATERIEL_INFO_202608141,pc fixe,optiplex small,0.24,non
LA_MATERIEL_INFO_202608142,pc fixe,optiplex small,0.24,non
NewYork_MATERIEL_INFO_202608149,pc fixe,optiplex tower,0.26,non
LONDON_MATERIEL_INFO_202608141,pc fixe,optiplex tower,0.26,non
LA_MATERIEL_INFO_202608145,pc fixe,precision tower 7xxx,0.555,non
Paris_MATERIEL_INFO_202608140,pc fixe,"prodesk (tower, sff)",0.322,non
NewYork_MATERIEL_INFO_202608144,pc fixe,station de travail (moy),0.6,non
NewYork_MATERIEL_INFO_202608145,pc fixe tout-en-un,modèle par défaut,0.352,non
NewYork_MATERIEL_INFO_202608142,pc portable,chromebook 11-13pouces,0.175,non
LA_MATERIEL_INFO_202608149,pc portable,elitebook 10xx,0.223,non
Shanghai_MATERIEL_INFO_202608142,pc portable,precision 7xxx,0.304,non
NewYork_MATERIEL_INFO_202608146,pc portable,moyenne 13pouces,0.25,non
LA_MATERIEL_INFO_202608147,pc portable,moyenne 14/15pouces,0.294,non
Paris_MATERIEL_INFO_202608141,ecran,jusqu'à 23pouces,0.35,non
LONDON_MATERIEL_INFO_202608144,ecran,32pouces et plus,0.59,non
NewYork_MATERIEL_INFO_202608148,vidéo projecteur,modèle par défaut,0.094,non
LA_MATERIEL_INFO_2026081410,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202608144,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202608140,vidéo projecteur,transportable,0.094,non
LA_MATERIEL_INFO_202608146,vidéo projecteur,pour amphi,0.2,non
LA_MATERIEL_INFO_202608141,vidéo projecteur,pour amphi,0.2,non
LA_MATERIEL_INFO_202608143,tablette,modèle par défaut,0.15,non
NewYork_MATERIEL_INFO_202608140,imprimante,modèle par défaut,0.5,non
LONDON_MATERIEL_INFO_202608143,borne wifi,modèle par défaut,0.01,non
LONDON_MATERIEL_INFO_202608142,borne wifi,modèle par défaut,0.01,non
Shanghai_MATERIEL_INFO_202608143,serveur,modèle par défaut,1.3,non
LA_MATERIEL_INFO_2026081411,serveur,noeud de calcul,1.3,non
BERLIN_MATERIEL_INFO_202608140,serveur,serveur de stockage,2.5,non
LA_MATERIEL_INFO_202608154,pc fixe,optiplex micro,0.174,non
NewYork_MATERIEL_INFO_202608153,pc fixe,wyse thin client,0.069,non
LA_MATERIEL_INFO_202608150,pc fixe,"elitedesk (tower, sff, one)",0.393,non
Shanghai_MATERIEL_INFO_202608156,pc fixe,omen,0.29,non
Shanghai_MATERIEL_INFO_202608151,pc fixe,z,0.409,non
Paris_MATERIEL_INFO_202608154,pc fixe,zhan,0.264,non
NewYork_MATERIEL_INFO_202608152,pc fixe,zhan,0.264,non
BERLIN_MATERIEL_INFO_202608151,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LA_MATERIEL_INFO_202608159,pc fixe tout-en-un,imac pro,0.7,non
Paris_MATERIEL_INFO_202608153,pc portable,modèle par défaut,0.26,non
Paris_MATERIEL_INFO_202608150,pc portable,elitebook 10xx,0.223,non
Shanghai_MATERIEL_INFO_202608154,pc portable,zbook studio,0.379,non
Paris_MATERIEL_INFO_202608152,pc portable,zbook,0.303,non
LA_MATERIEL_INFO_202608151,pc portable,precision 5xxx,0.28,non
NewYork_MATERIEL_INFO_202608155,pc portable,precision 7xxx,0.304,non
Shanghai_MATERIEL_INFO_202608153,pc portable,moyenne 17pouces,0.365,non
Shanghai_MATERIEL_INFO_202608150,ecran,modèle par défaut,0.43,non
LONDON_MATERIEL_INFO_202608150,ecran,modèle par défaut,0.43,non
LA_MATERIEL_INFO_202608152,ecran,24pouces-31pouces,0.43,non
LA_MATERIEL_INFO_202608156,ecran,32pouces et plus,0.59,non
Shanghai_MATERIEL_INFO_202608152,vidéo projecteur,pour salle,0.15,non
NewYork_MATERIEL_INFO_202608154,imprimante,modèle par défaut,0.5,non
NewYork_MATERIEL_INFO_202608151,imprimante,laser à poser (<40kg),0.43,non
LA_MATERIEL_INFO_202608158,clavier,modèle par défaut,0.024,non
NewYork_MATERIEL_INFO_202608160,pc fixe,optiplex tower,0.26,non
NewYork_MATERIEL_INFO_202608161,pc fixe,wyse thin client,0.069,non
BERLIN_MATERIEL_INFO_202608162,pc fixe,wyse thin client,0.069,non
Paris_MATERIEL_INFO_202608165,pc fixe,mac mini,0.27,non
LONDON_MATERIEL_INFO_202608167,pc fixe,elitedesk dm,0.23,non
LONDON_MATERIEL_INFO_2026081610,pc fixe,rasberry pi 4,0.015,non
LONDON_MATERIEL_INFO_202608164,pc fixe,rasberry pi 4,0.015,non
BERLIN_MATERIEL_INFO_202608161,pc fixe,station de travail (moy),0.6,non
NewYork_MATERIEL_INFO_202608164,pc fixe tout-en-un,modèle par défaut,0.352,non
Shanghai_MATERIEL_INFO_202608162,pc fixe tout-en-un,optiplex all-in-one 7xxx,0.382,non
LA_MATERIEL_INFO_202608160,pc fixe tout-en-un,imac pro,0.7,non
Paris_MATERIEL_INFO_202608168,pc fixe tout-en-un,mac pro,0.9,non
LA_MATERIEL_INFO_202608162,pc portable,probook,0.226,non
Paris_MATERIEL_INFO_202608167,pc portable,zbook,0.303,non
LA_MATERIEL_INFO_202608163,pc portable,latitude 5xxx,0.3,non
Paris_MATERIEL_INFO_202608166,pc portable,latitude 7xxx,0.264,non
Paris_MATERIEL_INFO_202608160,pc portable,latitude 7xxx,0.264,non
Paris_MATERIEL_INFO_202608162,pc portable,macbook air pre-retina,0.31,non
